CSCSITEID__C,ACCOUNTNAMEENGLISH__C,BRANCH_CUSTOMER_PARTY_KEY,BRANCH_PRIMARY_NAME,HQ_PRIMARY_NAME,GU_PRIMARY_NAME,BRANCH_ISO_COUNTRY_CD,BRANCH_PARTY_SSOT_PARTY_ID_INT,BRANCH_HQ_BRANCH_CD,EXACT_COUNTRY
176331903,IIFL SECURITIES CEYLON PVT LTD,107790348,IIFL SECURITIES CEYLON PVT LTD,IIFL SECURITIES CEYLON PVT LTD,IIFL SECURITIES CEYLON PVT LTD,LKA,176331903,HQ,SRI LANKA
121067252,,51929418,AT&T COMMUNICATION SERVICES INDIA PVT LTD,AT&T GLOBAL NETWORK SERVICES,AT&T INC,LKA,121067252,BR,SRI LANKA
356290300,,240026053,ZION CORPORATION TECHNOLOGIES LANKA,ZION CORPORATION TECHNOLOGIES LANKA,ZION CORPORATION TECHNOLOGIES LANKA,LKA,356290300,HQ,SRI LANKA
159142047,,98121515,LANKA EDUCATION & RESEARCH NETWORK,LANKA EDUCATION & RESEARCH NETWORKS,LANKA EDUCATION AND RESEARCH NETWORK,LKA,159142047,BR,SRI LANKA
89174845,Ministry of Water Supply and Drainage,34154823,MINISTRY OF WATER SUPPLY AND DRAINAGE,NATIONAL WATER SUPPLY & DRAINAGE BOARD,NATIONAL WATER SUPPLY & DRAINAGE BOARD,LKA,89174845,BR,SRI LANKA
4703363,,5120833,SRI LANKA TELECOM LIMITED,SRI LANKA TELECOM-CPE,SRI LANKA TELECOM-CPE,LKA,4703363,BR,SRI LANKA
236730374,,160032963,ONEZERO COMPANY LTD,ONEZERO CO LTD,COMMERCIAL BANK OF CEYLON PLC,LKA,236730374,BR,SRI LANKA
8728651,PRICE WATER HOUSE COOPERS,4112005,PRICE WATERHOUSE COOPERS,PRICEWATERHOUSECOOPERS LLP,PRICEWATERHOUSECOOPERS INTERNATIONAL LTD,LKA,8728651,HQ,SRI LANKA
41496356,Sanasa Development Bank Ltd,13720349,SANASA DEVELOPMENT BANK LTD,SANASA DEVELOPMENT BANK LTD,SANASA DEVELOPMENT BANK LTD,LKA,41496356,HQ,SRI LANKA
321223875,,214813537,APOGEE INTERNATIONAL PVT LTD,APOGEE INTERNATIONAL PVT LTD,APOGEE INTERNATIONAL PVT LTD,LKA,321223875,HQ,SRI LANKA
39557779,,11952196,PENTLAND BRANDS,PEOPLE'S BANK,PEOPLE'S BANK,LKA,39557779,BR,SRI LANKA
321223875,,214813537,APOGEE INTERNATIONAL PVT LTD,APOGEE INTERNATIONAL PVT LTD,APOGEE INTERNATIONAL PVT LTD,LKA,321223875,HQ,SRI LANKA
350246717,,234921598,ASIA BROADCASTING CORPORATION PVT LTD,ASIA BROADCASTING CORPORATION PVT LTD,ASIA BROADCASTING CORPORATION PVT LTD,LKA,350246717,BR,SRI LANKA
217355410,RR DONNELLEY OUTSOURCE PVT LTD,143560115,RR DONNELLEY OUTSOURCE PVT LTD,RR DONNELLEY & SONS CO,RR DONNELLEY,LKA,217355410,HQ,SRI LANKA
150474320,DFCC VARDHANA BANK PLC,81815011,DFCC VARDHANA BANK LTD,DFCC BANK,DFCC BANK,LKA,150474320,HQ,SRI LANKA
150473792,McOcean Property Developers (Pvt) Ltd,81814950,MCOCEAN PROPERTY DEVELOPERS PVT LTD,MCOCEAN PROPERTY DEVELOPERS PVT LTD,MCOCEAN PROPERTY DEVELOPERS PVT LTD,LKA,150473792,HQ,SRI LANKA
145662010,Sri Lanka Cement Corporation,79048345,SRI LANKA CEMENT CORPORATION,SRI LANKA CEMENT CORPORATION,SRI LANKA CEMENT CORPORATION,LKA,145662010,HQ,SRI LANKA
145791558,World Food Programme,79114668,WORLD FOOD PROGRAMME,WORLD FOOD PROGRAMME,UNITED NATIONS,LKA,145791558,BR,SRI LANKA
303380355,,200490935,CONNAISSANCE GROUP,CONNAISSANCE GROUP,CONNAISSANCE GROUP,LKA,303380355,HQ,SRI LANKA
190919727,Fitch Ratings Lanka Ltd,118084039,FITCH RATINGS LANKA LTD,THE HEARST CORPORATION,THE HEARST CORPORATION,LKA,190919727,HQ,SRI LANKA
145661955,Registrar Of The Supreme Court,79048317,REGISTRAR OF THE SUPREME COURT,MINISTRY OF JUSTICE AND LAW REFORMS OF SRI LANKA,MINISTRY OF JUSTICE AND LAW REFORMS OF SRI LANKA,LKA,145661955,HQ,SRI LANKA
145661844,Ol? Springs Bottlers (Pvt) Limited,79048267,OLAE SPRINGS BOTTLERS PVT LTD,OLAE SPRINGS BOTTLERS PVT LTD,OLAE SPRINGS BOTTLERS PVT LTD,LKA,145661844,HQ,SRI LANKA
300397848,Rocksuit Holdings,197362762,ROCKSUIT HOLDINGS,ROCKSUIT HOLDINGS,ROCKSUIT HOLDINGS,LKA,300397848,HQ,SRI LANKA
317922629,JUBILANT FOODWORKS,211425225,JUBILANT FOODWORKS,JUBILANT FOODWORKS LTD,JUBILANT FOODWORKS LTD,LKA,317922629,HQ,SRI LANKA
40638952,EW Information Systems,10671016,E.W. INFORMATION SYSTEMS LIMITED,EW INFORMATION SYSTEMS LTD,EW INFORMATION SYSTEMS LTD,LKA,40638952,BR,SRI LANKA
311512329,CVS PAPER TRADERS,206050535,CVS PAPER TRADERS,CVS PAPER TRADERS,CVS PAPER TRADERS,LKA,311512329,HQ,SRI LANKA
145661770,NDB Investment Bank Ltd,79048230,NDB INVESTMENT BANK LTD,NATIONAL LIMITED BANK PLC,NATIONAL LIMITED BANK PLC,LKA,145661770,BR,SRI LANKA
171291897,NATIONAL DEVELOPMENT BANK PLC,105398985,NATIONAL DEVELOPMENT BANK PLC,NATIONAL DEVELOPMENT BANK PLC,NATIONAL DEVELOPMENT BANK PLC,LKA,171291897,HQ,SRI LANKA
10785581,Cargills Agriculture & Commercial Bank,3013382,CARGILLS (CEYLON) LIMITED,CARGILLS (CEYLON) LIMITED,CARGILLS (CEYLON) LIMITED,LKA,10785581,HQ,SRI LANKA
305442308,,202325358,NETSYS SOLUTIONS,NETSYS SOLUTIONS PRIVATE LIMITED,NETSYS SOLUTIONS PRIVATE LIMITED,LKA,305442308,BR,SRI LANKA
40351807,LANKA PUTRA,12386549,LANKA PUTRA,LANKA PUTRA,LANKA PUTRA,LKA,40351807,HQ,SRI LANKA
34589993,,11223832,J L MORISON SON & JONES CEYLON LTD,J L MORISON SON & JONES CEYLON LTD,J L MORISON SON & JONES CEYLON LTD,LKA,34589993,HQ,SRI LANKA
41496816,Growth Lanka Pvt Ltd,4966700,GREOWTH LANKA PVT LTD,GREOWTH LANKA PVT LTD,GREOWTH LANKA PVT LTD,LKA,41496816,HQ,SRI LANKA
41495459,Ceylon Tea Services Limited,8549932,CEYLON TEA SERVICES LTD,CEYLON TEA SERVICES LTD,CEYLON TEA SERVICES LTD,LKA,41495459,HQ,SRI LANKA
272420146,,184687727,SIRIO LTD,SIRIO LTD,SIRIO LTD,LKA,272420146,BR,SRI LANKA
316215485,RIS Kurunegala,209679323,RIS KURUNEGALA,RIS KURUNEGALA,RIS KURUNEGALA,LKA,316215485,HQ,SRI LANKA
38777210,,4265040,PAN ASIA BANKING CORP LTD,BOWA COMMERCIAL BANK COMPANY LTD,BOWA COMMERCIAL BANK COMPANY LTD,LKA,38777210,BR,SRI LANKA
41496304,Ceylon Tobacco Company Limited,14648742,CEYLON TOBACCO COMPANY LTD,CEYLON TOBACCO COMPANY LTD,BRITISH AMERICAN TOBACCO PLC,LKA,41496304,BR,SRI LANKA
265096705,FORBES AND WALKER PRIVATE LTD,177013147,FORBES AND WALKER PRIVATE LTD,FORBES AND WALKER PRIVATE LTD,FORBES AND WALKER PRIVATE LTD,LKA,265096705,HQ,SRI LANKA
327042262,Sri Lanka Institute of Marketing,219135819,SRI LANKA INSTITUTE OF MARKETING,SRI LANKA INSTITUTE OF NANOTECHNOLOGY PVT LTD,SRI LANKA INSTITUTE OF NANOTECHNOLOGY PVT LTD,LKA,327042262,BR,SRI LANKA
145661468,Lanka Mineral Sands Limited,79048114,LANKA MINERAL SANDS LTD,LANKA MINERAL SANDS LTD,LANKA MINERAL SANDS LTD,LKA,145661468,HQ,SRI LANKA
174200609,Lanka Phosphate Limited,106656770,LANKA PHOSPHATE LTD,LANKA PHOSPHATE LTD,LANKA PHOSPHATE LTD,LKA,174200609,HQ,SRI LANKA
354181348,SLP ENGINEERING LANKA PVT LTD,237854037,SLP ENGINEERING LANKA PVT LTD,SLP ENGINEERING LANKA PVT LTD,SLP ENGINEERING LANKA PVT LTD,LKA,354181348,HQ,SRI LANKA
41496282,Ceylon Oxgen Limited,1669141,CEYLON OXGEN LTD,CEYLON OXGEN LTD,CEYLON OXGEN LTD,LKA,41496282,HQ,SRI LANKA
210562495,,135875380,SERENDIB FLOUR MILLS PVT LTD,SERENDIB FLOUR MILLS PRIVATE LTD,SERENDIB FLOUR MILLS PRIVATE LTD,LKA,210562495,BR,SRI LANKA
332501657,,223802030,INBAY SRILANKA,INBAY LTD,INBAY LTD,LKA,332501657,HQ,SRI LANKA
309117209,PICO ENGINEERING SERVICES PVT LTD,204174023,PICO ENGINEERING SERVICES PVT LTD,PICO ENGINEERING SERVICES PVT LTD,PICO ENGINEERING SERVICES PVT LTD,LKA,309117209,HQ,SRI LANKA
110221192,TIGO,47385699,TIGO,TIGO,MILLICOM INTERNATIONAL CELLULAR SA,LKA,110221192,HQ,SRI LANKA
206184295,ATG Lanka Pvt Ltd,132162451,ATG LANKA (PRIVATE) LIMITED,ATG LANKA (PRIVATE) LIMITED,ATG LANKA (PRIVATE) LIMITED,LKA,206184295,HQ,SRI LANKA
8940861,Maliban Biscuit Manufacturers Limited,8082795,DATA INTERNATIONAL,DATA ENTRY INTERNATIONAL,DATA ENTRY INTERNATIONAL,LKA,8940861,HQ,SRI LANKA
37844879,Seylan Bank Asset Management Limited,13017545,SEYLAN BANK,SEYLAN BANK PLC,SEYLAN BANK PLC,LKA,37844879,BR,SRI LANKA
269364875,PEOPLES BANK,181788970,PEOPLES BANK,PEOPLES BANK,PEOPLE'S BANK,LKA,269364875,BR,SRI LANKA
245366672,AMSAFE BRIDPORT PVT LTD,163047394,AMSAFE BRIDPORT PVT LTD,"AMSAFE PARTNERS, INC.","AMSAFE PARTNERS, INC.",LKA,245366672,HQ,SRI LANKA
245489391,,163155457,TYAX PRIVATE LTD,TYAX PRIVATE LTD,TYAX PRIVATE LTD,LKA,245489391,HQ,SRI LANKA
245485551,,163137998,FORTRESS TECHNOLOGY PVT LTD,FORTRESS TECHNOLOGY PVT LTD,FORTRESS TECHNOLOGY PVT LTD,LKA,245485551,HQ,SRI LANKA
41227603,,5050907,ASSOCIATED MOTORWAYS LTD,ASSOCIATED MOTORWAYS LTD,ASSOCIATED MOTORWAYS LTD,LKA,41227603,HQ,SRI LANKA
89356273,International Trimmings and Labels Lanka Pvt. Ltd,34227585,INTERNATIONAL TRIMMINGS & LABELS LANKA PVT LTD,INTERNATIONAL TRIMMINGS & LABELS LANKA PVT LTD,INTERNATIONAL TRIMMINGS & LABELS LANKA PVT LTD,LKA,89356273,HQ,SRI LANKA
251321055,OPENARC SYSTEMS MANAGEMENT PVT LTD,168189914,OPENARC SYSTEMS MANAGEMENT PVT LTD,OPENARC SYSTEMS MANAGEMENT PVT LTD,OPENARC SYSTEMS MANAGEMENT PVT LTD,LKA,251321055,HQ,SRI LANKA
389550496,MAGICK TECH PRIVATE LTD,265618499,MAGICK TECH PRIVATE LTD,MAGICK TECH PRIVATE LTD,MAGICK TECH PRIVATE LTD,LKA,389550496,HQ,SRI LANKA
386903134,,263150641,POWER HOUSE LTD,POWERHOUSE PVT LTD,POWERHOUSE PVT LTD,LKA,386903134,BR,SRI LANKA
41498130,Fontera,11701914,FONTERA,FONTERRA COMPANY OPERATIVE GROUP LTD,FONTERRA COMPANY OPERATIVE GROUP LTD,LKA,41498130,BR,SRI LANKA
8940861,Jinasena Group,8082795,DATA INTERNATIONAL,DATA ENTRY INTERNATIONAL,DATA ENTRY INTERNATIONAL,LKA,8940861,HQ,SRI LANKA
323402840,,216027755,IBM INDIA PVT LTD,IBM SRI LANKA,INTERNATIONAL BUSINESS MACHINES CORPORATION,LKA,323402840,BR,SRI LANKA
41496225,C.W.Mackie,8039046,CWMACKIE,CW MACKIE PLC,CW MACKIE PLC,LKA,41496225,BR,SRI LANKA
87572496,MIT,33955460,MILLENIUM INFORMATION TECHNOLOGIES LTD,MILLENNIUMIT SOFTWARE,LONDON STOCK EXCHANGE GROUP PLC,LKA,87572496,BR,SRI LANKA
324065703,,216656332,CYRUS INFORMATION TECHNOLOGIES PRIVATE LTD,CYRUS INFORMATION TECHNOLOGIES PVT LTD,CYRUS INFORMATION TECHNOLOGIES PVT LTD,LKA,324065703,BR,SRI LANKA
214178030,,139418474,ATSS,ATSS,ATSS,LKA,214178030,HQ,SRI LANKA
213035732,Ministry of Irrigation and Water Management,138370281,MINISTRY OF IRRIGATION AND WATER MANAGEMENT,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,LKA,213035732,HQ,SRI LANKA
41495802,Sri Lanka Rupavahini Corporation,12547187,SRI LANKA RUPAVAHINI CORPORATION,SRI LANKA RUPAVAHINI CORPORATION,SRI LANKA RUPAVAHINI CORPORATION,LKA,41495802,HQ,SRI LANKA
233090930,,156521189,THE COMPUTER CENTRE PVT LTD,COMPUTER CENTER PVT LTD,COMPUTER CENTER PVT LTD,LKA,233090930,BR,SRI LANKA
119700604,SLT VisionCom,51475269,SLT VISIONCOM PVT LTD,SLT VISIONCOM PVT LTD,SLT VISIONCOM PVT LTD,LKA,119700604,HQ,SRI LANKA
9112757,SINGER (SRI LANKA) LIMITED,10353736,SINGER SRI LANKA PLC,SINGER SRI LANKA PLC,SINGER SRI LANKA PLC,LKA,9112757,HQ,SRI LANKA
199899184,DHARMAVAHINI FOUNDATION,127915250,DHARMAVAHINI FOUNDATION,DHARMAVAHINI FOUNDATION,DHARMAVAHINI FOUNDATION,LKA,199899184,HQ,SRI LANKA
38841978,HYDRAMANI GROUP OF COMPANIES,14682255,HYDRAMANI GROUP OF COMPANIES,HYDRAMANI GROUP OF COMPANIES,HYDRAMANI GROUP OF COMPANIES,LKA,38841978,BR,SRI LANKA
345598795,,230683198,H O T TOURISM,H O T TOURISM,H O T TOURISM,LKA,345598795,HQ,SRI LANKA
41126465,,8309574,ESKIMO FASHION KNITWEAR,ESKIMO FASHION KNITWEAR,ESKIMO FASHION KNITWEAR,LKA,41126465,HQ,SRI LANKA
195069810,Amana Bank Limited,123017382,AMANA INVESTMENTS LTD,AMANA INVESTMENTS LTD,AMANA INVESTMENTS LTD,LKA,195069810,HQ,SRI LANKA
8008422,Paxar Lanka (Pvt) Ltd,3858003,PAXAR LANKA (PVT) LTD,PAXAR LANKA (PRIVATE) LIMITED,PAXAR LANKA (PRIVATE) LIMITED,LKA,8008422,BR,SRI LANKA
256621286,AVIC INTERNATIONAL HOTELS,171583771,AVIC INTERNATIONAL HOTELS,AVIATION INDUSTRY CORPORATION OF CHINA,THE CENTRAL PEOPLE'S GOVERNMENT OF THE PEOPLE'S REPUBLIC OF CHINA,LKA,256621286,HQ,SRI LANKA
219231803,Marriott Resort & Spa,145731303,MARRIOTT RESORT & SPA,MARRIOTT INTERNATIONAL INC,MARRIOTT INTERNATIONAL INC,LKA,219231803,HQ,SRI LANKA
232920436,NETWORK INFORMATION TECHNOLOGIES PVT LTD,156394509,NETWORK INFORMATION TECHNOLOGIES PVT LTD,NETWORK INFORMATION TECHNOLOGIES PVT LTD,NETWORK INFORMATION TECHNOLOGIES PVT LTD,LKA,232920436,HQ,SRI LANKA
331496009,,223018378,OMEGA LINE LTD VAVUNIYA APPARELS,OMEGA LINE LTD,OMEGA LINE LTD,LKA,331496009,BR,SRI LANKA
41495792,L.B. Finance Ltd,9758632,LB FINANCE LTD,LB FINANCE LTD,LB FINANCE LTD,LKA,41495792,HQ,SRI LANKA
324041531,PPG Performace Coatings,216634218,PPG PERFORMACE COATINGS,PPG PERFORMACE COATINGS,PPG PERFORMACE COATINGS,LKA,324041531,HQ,SRI LANKA
350836662,ASIA BROADCASTING CORPORATION PVT LTD,235414162,ASIA BROADCASTING CORPORATION PVT LTD,ASIA BROADCASTING CORPORATION PVT LTD,ASIA BROADCASTING CORPORATION PVT LTD,LKA,350836662,HQ,SRI LANKA
349401013,ICD SECURITY SOLUTIONS LTD,234183941,ICD SECURITY SOLUTIONS LTD,ICD SECURITY SOLUTIONS,ICD SECURITY SOLUTIONS,LKA,349401013,HQ,SRI LANKA
324114542,FITS,216705769,FITS,THE FITS CORP,FITS CORPORATION,LKA,324114542,HQ,SRI LANKA
168052238,A.Baur & Co Ltd,102397333,ABAUR & COMPANY LTD,ABAUR & COMPANY LTD,ABAUR & COMPANY LTD,LKA,168052238,BR,SRI LANKA
169559261,Union Bank,103158365,UNION BANK,UNION BANK OF COLOMBO PLC,UNION BANK OF COLOMBO PLC,LKA,169559261,BR,SRI LANKA
121066736,Commercial Bank Primary Dealer Ltd,51929220,COMMERCIAL BANK OF CEYLON LTD,COMMERCIAL BANK OF CEYLON PLC,COMMERCIAL BANK OF CEYLON PLC,LKA,121066736,BR,SRI LANKA
235885840,,159105830,HYNET SOLUTION PVT LTD,HYNET SOLUTION PVT LTD,HYNET SOLUTION PVT LTD,LKA,235885840,HQ,SRI LANKA
183352320,Ministry of Agriculture,112533308,MINISTRY OF AGRICULTURE,MINISTRY OF AGRICULTURE,MINISTRY OF AGRICULTURE,LKA,183352320,HQ,SRI LANKA
145661735,Ministry Of Justice And Law Reforms Of Sri Lanka,79048213,MINISTRY OF JUSTICE AND LAW REFORMS OF SRI LANKA,MINISTRY OF JUSTICE AND LAW REFORMS OF SRI LANKA,MINISTRY OF JUSTICE AND LAW REFORMS OF SRI LANKA,LKA,145661735,HQ,SRI LANKA
189815636,,117269693,GREEN ENGINEERING TECHNOLOGIES PVT LTD,GREEN ENGINEERING TECHNOLOGIES PVT LTD,GREEN ENGINEERING TECHNOLOGIES PVT LTD,LKA,189815636,HQ,SRI LANKA
356292037,,240028881,XO CONCEPTS PRIVATE LTD,XO CONCEPTS PRIVATE LTD,XO CONCEPTS PRIVATE LTD,LKA,356292037,HQ,SRI LANKA
121069040,MAS HOLDINGS,51930198,MAS HOLDINGS,MAS INTIMATES PRIVATE LTD,MAS CAPITAL PVT LTD,LKA,121069040,BR,SRI LANKA
218625216,,145174475,DATACORE LANKA PVT LTD,DATACORE LANKA PVT LTD,DATACORE LANKA PVT LTD,LKA,218625216,HQ,SRI LANKA
184459810,Perfetti Van Melle Lanka Pvt. Ltd.,113162873,PERFFTI VAN MELLE LANKA PRIVATE LTD,PERFETTI VAN MELLE HOLDING BV,PERFETTI VAN MELLE HOLDING BV,LKA,184459810,HQ,SRI LANKA
216659029,ETM TEXTILES,142884254,ETM TEXTILES,CITY TEXTILES,CITY TEXTILES,LKA,216659029,BR,SRI LANKA
40623628,,5580280,F & G REAL ESTATE COMPANY LTD,F & G REAL ESTATE COMPANY LTD,F & G REAL ESTATE COMPANY LTD,LKA,40623628,HQ,SRI LANKA
36059995,NYK LINE LANKA,4831484,NYK LINE LANKA PRIVATE LTD,NYK LINE,NIPPON YUSEN KABUSHIKI KAISHA,LKA,36059995,BR,SRI LANKA
43747832,,3733380,UNIVELL MICROSYSTEMS PVT LTD,UNIVELL MICROSYSTEMS PVT LTD,UNIVELL MICROSYSTEMS PVT LTD,LKA,43747832,BR,SRI LANKA
212230014,Ministry of Plantation Industries,137539889,MINISTRY OF PLANTATION INDUSTRIES,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,LKA,212230014,HQ,SRI LANKA
145662018,Sri Lanka Transport Board,79048349,SRI LANKA TRANSPORT BOARD,MINISTRY OF TRANSPORT,MINISTRY OF TRANSPORT,LKA,145662018,BR,SRI LANKA
145791396,Minister of Industry & Commerce,79114592,MINISTRY OF INDUSTRIAL DEVELOPMENT & COMMERCE,GOVERNMENT OF SRILANKA,GOVERNMENT OF SRILANKA,LKA,145791396,HQ,SRI LANKA
148105445,DHL EXPRESS SERVICEPOINT,80488084,DHL KEELLS  PVT  LTD,DHL KEELS PRIVATE LIMITED,DEUTSCHE POST DHL GROUP,LKA,148105445,BR,SRI LANKA
212117928,Ministry of Plan Implementation,137416595,MINISTRY OF PLAN IMPLEMENTATION,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,LKA,212117928,HQ,SRI LANKA
188025172,National Insurance Trust Fund,116097546,NATIONAL INSURANCE TRUST FUND,NATIONAL INSURANCE TRUST FUND,NATIONAL INSURANCE TRUST FUND,LKA,188025172,HQ,SRI LANKA
41496070,Peoples Leasing,3335584,PEOPLES LEASING,PEOPLES LEASING COMPANY LTD,PEOPLES LEASING COMPANY LTD,LKA,41496070,BR,SRI LANKA
197954537,,126305203,SMART NETWORKS,SMART NETWORKS,SMART NETWORKS,LKA,197954537,HQ,SRI LANKA
184706419,,113282950,IPROPYLEA PRIVATE LTD,IPROPYLEA PRIVATE LTD,IPROPYLEA PRIVATE LTD,LKA,184706419,HQ,SRI LANKA
354980944,,238613543,CRYPTOGEN PVT LTD,CRYPTOGEN PRIVATE LTD,CRYPTOGEN PRIVATE LTD,LKA,354980944,BR,SRI LANKA
310676429,,205465671,TYAX PVT LTD,TYAX PRIVATE LTD,TYAX PRIVATE LTD,LKA,310676429,BR,SRI LANKA
329085284,GLOBAL COMMUNITIES,221011798,GLOBAL COMMUNITIES,COOPERATIVE HOUSING FOUNDATION,COOPERATIVE HOUSING FOUNDATION,LKA,329085284,HQ,SRI LANKA
220465835,CodeGen International (Pvt) Ltd,147172310,CODEGEN INTERNATIONAL PVT LTD,CODEGEN LTD,CODEGEN LTD,LKA,220465835,HQ,SRI LANKA
89781614,,34756459,CINEC MARITIME CAMPUS,CINEC MARITIME CAMPUS,CINEC MARITIME CAMPUS,LKA,89781614,BR,SRI LANKA
300600361,Zebra Technologies,197621506,ZEBRA TECHNOLOGIES,ZEBRA TECHNOLOGIES CORPORATION,ZEBRA TECHNOLOGIES CORPORATION,LKA,300600361,HQ,SRI LANKA
249852618,KENT ENGINEERING PVT LTD,167516898,KENT ENGINEERING PVT LTD,KENT ENGINEERING PVT LTD,KENT ENGINEERING PVT LTD,LKA,249852618,HQ,SRI LANKA
221139156,,147929240,NAWALOKA COMPUTERS,NAWALOKA COMPUTERS,NAWALOKA COMPUTERS,LKA,221139156,HQ,SRI LANKA
309288614,,204348599,DATACORE LANKA PVT LTD,DATACORE LANKA PVT LTD,DATACORE LANKA PVT LTD,LKA,309288614,BR,SRI LANKA
213452679,Ministry of Youth Affairs,138815616,MINISTRY OF YOUTH AFFAIRS,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,LKA,213452679,HQ,SRI LANKA
121066722,,51929216,COMMERCIAL BANK,COMMERCIAL BANK OF CEYLON PLC,COMMERCIAL BANK OF CEYLON PLC,LKA,121066722,BR,SRI LANKA
265529547,SOUTH ASIA GATEWAY TERMINALS PRIVATE LIMITED,177674669,SOUTH ASIA GATEWAY TERMINALS PVT LTD,SOUTH ASIA GATEWAY TERMINALS PVT LTD,SOUTH ASIA GATEWAY TERMINALS PVT LTD,LKA,265529547,BR,SRI LANKA
335686338,,225881609,EIGHT BIT TECHNOLOGIES PVT LTD,EIGHT BIT TECHNOLOGIES PVT LTD,EIGHT BIT TECHNOLOGIES PVT LTD,LKA,335686338,HQ,SRI LANKA
212647968,DIALOG TELEKOM LIMITED,137969157,DIALOG TELEKOM LTD,AXIATA GROUP BERHAD,AXIATA GROUP BERHAD,LKA,212647968,HQ,SRI LANKA
269047151,YKK LANKA,181521276,YKK LANKA,YKK LANKA,YKK LANKA,LKA,269047151,HQ,SRI LANKA
358625343,,241872184,INQUBE GLOBAL PVT LTD,INQUBE GLOBAL PVT LTD,INQUBE GLOBAL PVT LTD,LKA,358625343,HQ,SRI LANKA
347958837,,232799392,ERICSSON TELECOMMUNICATION LANKA PVT LTD,ERICSSON TELECOMMUNICATIONS LANKA (PRIVATE) LIMITED,TELEFON AB L M ERICSSON,LKA,347958837,BR,SRI LANKA
195379652,,123330731,GENIUS ASSOCIATES PVT LTD,GENIUS ASSOCIATES PVT LTD,GENIUS ASSOCIATES PVT LTD,LKA,195379652,HQ,SRI LANKA
207329089,Chevron Lanka Lubricants PLC,133144561,CHEVRON LUBRICANTS LANKA PLC,CHEVRON CORPORATION,CHEVRON CORPORATION,LKA,207329089,HQ,SRI LANKA
8539574,Sithma Development (Pvt) Limited,8362555,SITHMA DEVELOPMENT  PVT LTD,SITHMA DEVELOPMENT  PVT LTD,SITHMA DEVELOPMENT  PVT LTD,LKA,8539574,HQ,SRI LANKA
43003749,,5242104,JOHN KEELLS HOLDINGS LTD,JOHN KEELLS COMPUTERS SERVICES PRIVATE LTD,JOHN KEELLS COMPUTERS SERVICES PRIVATE LTD,LKA,43003749,BR,SRI LANKA
154483805,Fujitsu,87841214,FUJITSU,FUJITSU JAPAN LIMITED,FUJITSU LIMITED,LKA,154483805,HQ,SRI LANKA
145716498,Department Of Coast Conservation,79066667,DEPARTMENT OF COAST CONSERVATION,DEPARTMENT OF COAST CONSERVATION,DEPARTMENT OF COAST CONSERVATION,LKA,145716498,HQ,SRI LANKA
212034622,Ministry of Indigenous Medicine,137326159,MINISTRY OF INDIGENOUS MEDICINE,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,DEMOCRATIC SOCIALIST REPUBLIC OF SRI LANKA,LKA,212034622,HQ,SRI LANKA
212868628,,138206089,E-TECHNOLOGY SYSTEMS PVT LTD,E-TECHNOLOGY SYSTEMS PVT LTD,E-TECHNOLOGY SYSTEMS PVT LTD,LKA,212868628,HQ,SRI LANKA
218074454,,144467794,BELL SOLUTIONS PVT LTD,LANKA BELL,LANKA BELL,LKA,218074454,BR,SRI LANKA
378368542,,255568499,AYNGARAN,AYNGARAN,AYNGARAN,LKA,378368542,HQ,SRI LANKA
38637343,NEXT SOURCING LIMITED,3903671,NEXT SOURCING LTD,NEXT PLC STORE NO 645,NEXT PLC,LKA,38637343,HQ,SRI LANKA
189625751,Regional Development Bank,117195264,REGIONAL DEVELOPMENT BANK,REGIONAL DEVELOPMENT BANK WAYAMBA REGION,REGIONAL DEVELOPMENT BANK WAYAMBA REGION,LKA,189625751,BR,SRI LANKA
221411990,Kotikawatta Pharmacy,148244893,KOTIKAWATTA PHARMACY,KOTIKAWATTA PHARMACY,KOTIKAWATTA PHARMACY,LKA,221411990,BR,SRI LANKA
329085271,BANDARA AND SONS SPORTS COMPANY,221011121,BANDARA AND SONS SPORTS COMPANY,BUSINESS SOLUTION SYSTEMS PRIVATE LTD,BUSINESS SOLUTION SYSTEMS PRIVATE LTD,LKA,329085271,BR,SRI LANKA
343989889,,229638327,RENUKA GROUP LTD,SHREE RENUKA SUGARS LTD,SHREE RENUKA SUGARS LTD,LKA,343989889,HQ,SRI LANKA
89200918,James Finlays Tea Estates Ltd,34592133,JAMES FINLAYS TEA ESTATES LTD,JAMES FINLAYS TEA ESTATES LTD,JAMES FINLAYS TEA ESTATES LTD,LKA,89200918,HQ,SRI LANKA
41495557,Distilleries Company of Sri Lanka Limited/Sri Lanka Insurance,12718944,DISTILLERIES COMPANY OF SRI LANKA LTD,DISTILLERIES COMPANY OF SRI LANKA PLC,DISTILLERIES COMPANY OF SRI LANKA PLC,LKA,41495557,BR,SRI LANKA
